"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX7656986","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656986_SRR10995883.fastq.gz","","SRR10995883","SRX7656986","SAMN13955542","SRS6084452","PRJNA604121","SRP246310","SRA1035339","GV17_sorted_final.bam","GV17","GV17","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV17","Illumina HiSeq 2500","ILLUMINA","364000507","3815813","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-17","1193ffd9db0f8c5105b5e439b5de378d","100288616","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/083/SRR10995883/SRR10995883.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/083/SRR10995883/SRR10995883.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/083/SRR10995883/SRR10995883.fastq.gz"
"SRX7656987","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656987_SRR10995882.fastq.gz","","SRR10995882","SRX7656987","SAMN13955543","SRS6084440","PRJNA604121","SRP246310","SRA1035339","GV09_sorted_final.bam","GV9","GV9","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV9","Illumina HiSeq 2500","ILLUMINA","362706301","4033781","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-9","a402bb022c1752fe75d4b5d9b26dc613","97116955","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/082/SRR10995882/SRR10995882.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/082/SRR10995882/SRR10995882.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/082/SRR10995882/SRR10995882.fastq.gz"
"SRX7656988","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656988_SRR10995881.fastq.gz","","SRR10995881","SRX7656988","SAMN13955544","SRS6084442","PRJNA604121","SRP246310","SRA1035339","GV02_sorted_final.bam","GV2","GV2","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV2","Illumina HiSeq 2500","ILLUMINA","416981505","4760277","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-2","eaf2ec95ea812ab82802743896518948","109255092","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/081/SRR10995881/SRR10995881.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/081/SRR10995881/SRR10995881.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/081/SRR10995881/SRR10995881.fastq.gz"
"SRX7656989","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656989_SRR10995880.fastq.gz","","SRR10995880","SRX7656989","SAMN13955545","SRS6084443","PRJNA604121","SRP246310","SRA1035339","GV16_sorted_final.bam","GV16","GV16","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV16","Illumina HiSeq 2500","ILLUMINA","399104604","4120200","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-16","fe4e3f082d6103e34cfc8429972c9363","105996910","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/080/SRR10995880/SRR10995880.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/080/SRR10995880/SRR10995880.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/080/SRR10995880/SRR10995880.fastq.gz"
"SRX7656990","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656990_SRR10995879.fastq.gz","","SRR10995879","SRX7656990","SAMN13955546","SRS6084444","PRJNA604121","SRP246310","SRA1035339","GV13_sorted_final.bam","GV13","GV13","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GV13","Illumina HiSeq 2500","ILLUMINA","349980816","3920762","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-VB-13","85322eda10dbd39a76b961c75c7baa0e","90274547","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/079/SRR10995879/SRR10995879.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/079/SRR10995879/SRR10995879.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/079/SRR10995879/SRR10995879.fastq.gz"
"SRX7656991","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656991_SRR10995878.fastq.gz","","SRR10995878","SRX7656991","SAMN13955511","SRS6084445","PRJNA604121","SRP246310","SRA1035339","GL13_sorted_final.bam","GL13","GL13","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL13","Illumina HiSeq 2500","ILLUMINA","284773921","3076413","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-13","48117b3f936468982e7dfb62c0c43e0a","76105126","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/078/SRR10995878/SRR10995878.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/078/SRR10995878/SRR10995878.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/078/SRR10995878/SRR10995878.fastq.gz"
"SRX7656992","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656992_SRR10995877.fastq.gz","","SRR10995877","SRX7656992","SAMN13955512","SRS6084447","PRJNA604121","SRP246310","SRA1035339","GL09_sorted_final.bam","GL9","GL9","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL9","Illumina HiSeq 2500","ILLUMINA","313025318","3440122","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-9","4e188fedd1c7770b64c0904386ce84aa","86054708","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/077/SRR10995877/SRR10995877.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/077/SRR10995877/SRR10995877.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/077/SRR10995877/SRR10995877.fastq.gz"
"SRX7656993","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656993_SRR10995876.fastq.gz","","SRR10995876","SRX7656993","SAMN13955513","SRS6084448","PRJNA604121","SRP246310","SRA1035339","GL02_sorted_final.bam","GL2","GL2","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL2","Illumina HiSeq 2500","ILLUMINA","238652956","2588434","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-2","297d95063b0bda75a152eeb6832bfeff","68552446","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/076/SRR10995876/SRR10995876.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/076/SRR10995876/SRR10995876.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/076/SRR10995876/SRR10995876.fastq.gz"
"SRX7656994","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656994_SRR10995875.fastq.gz","","SRR10995875","SRX7656994","SAMN13955514","SRS6084453","PRJNA604121","SRP246310","SRA1035339","GL16_sorted_final.bam","GL16","GL16","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL16","Illumina HiSeq 2500","ILLUMINA","299822428","3263535","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-16","9304deb6cb5e2f618089590e6a804c97","77768858","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/075/SRR10995875/SRR10995875.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/075/SRR10995875/SRR10995875.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/075/SRR10995875/SRR10995875.fastq.gz"
"SRX7656995","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656995_SRR10995874.fastq.gz","","SRR10995874","SRX7656995","SAMN13955515","SRS6084449","PRJNA604121","SRP246310","SRA1035339","GL12_sorted_final.bam","GL12","GL12","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL12","Illumina HiSeq 2500","ILLUMINA","288019137","3213405","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-12","f7f3f12be899f60aecc55456521ea6c0","78566452","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/074/SRR10995874/SRR10995874.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/074/SRR10995874/SRR10995874.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/074/SRR10995874/SRR10995874.fastq.gz"
"SRX7656996","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX7656996_SRR10995873.fastq.gz","","SRR10995873","SRX7656996","SAMN13955516","SRS6084450","PRJNA604121","SRP246310","SRA1035339","GL23_sorted_final.bam","GL23","GL23","PRJNA604121","SINGLE","RANDOM PCR","TRANSCRIPTOMIC","RNA-Seq","GL23","Illumina HiSeq 2500","ILLUMINA","275010944","3112147","6565","Crassostrea virginica","Invertebrate sample from Crassostrea virginica","Illumina HiSeq 2500 sequencing: Tag-Seq of Crassostrea virginica:adult gill tissue","epigenetic and transcriptomic responses to Perkinsus marinus infection in the eastern oyster Crassostrea virginica.","3-CL-23","a0a79f64983e00c073387e12a3939b82","76385383","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/073/SRR10995873/SRR10995873.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/073/SRR10995873/SRR10995873.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR109/073/SRR10995873/SRR10995873.fastq.gz"
"SRX9845500","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845500_SRR13430609_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845500_SRR13430609_2.fastq.gz","SRR13430609","SRX9845500","SAMN17309739","SRS8027207","PRJNA691949","SRP301630","SRA1183599","DCS2015_P9_DC161_CTTGTA.R1.fastq.gz","DC161","DC161","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC161","Illumina HiSeq 2500","ILLUMINA","1903176750","7612707","6565","Crassostrea virginica","Control group: biological replicate for time point 7 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 7 day","f48489754c8ac06e34b9518b5f1ce7f8;a5c2c88c0f46f39c3e93eb6e7211bcea","507770890;514377469","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/009/SRR13430609/SRR13430609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/009/SRR13430609/SRR13430609_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/009/SRR13430609/SRR13430609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/009/SRR13430609/SRR13430609_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/009/SRR13430609/SRR13430609_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/009/SRR13430609/SRR13430609_2.fastq.gz"
"SRX9845501","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845501_SRR13430608_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845501_SRR13430608_2.fastq.gz","SRR13430608","SRX9845501","SAMN17309740","SRS8027209","PRJNA691949","SRP301630","SRA1183599","DCS2015_P10_DC162_CAGATC.R1.fastq.gz","DC162","DC162","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC162","Illumina HiSeq 2500","ILLUMINA","2184680750","8738723","6565","Crassostrea virginica","Control group: biological replicate for time point 36 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Control group: biological replicate for time point 36 hour","d82106f368451edc3d9142280d4d429e;774afb21110021a79be689daa144d426","603358885;625394769","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/008/SRR13430608/SRR13430608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/008/SRR13430608/SRR13430608_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/008/SRR13430608/SRR13430608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/008/SRR13430608/SRR13430608_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/008/SRR13430608/SRR13430608_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/008/SRR13430608/SRR13430608_2.fastq.gz"
"SRX9845502","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845502_SRR13430607_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845502_SRR13430607_2.fastq.gz","SRR13430607","SRX9845502","SAMN17309749","SRS8027206","PRJNA691949","SRP301630","SRA1183599","DCS2015_P10_DC33_GTCCGC.R1.fastq.gz","DC33","DC33","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC33","Illumina HiSeq 2500","ILLUMINA","1787527000","7150108","6565","Crassostrea virginica","Injected group: biological replicate for time point 7 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Injected group: biological replicate for time point 7 day","b487fbd72f7ad3a76daf34d1c3fafed5;340632ae6e0ae3ab6dd494aa7b0ae2cd","498989925;510591126","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/007/SRR13430607/SRR13430607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/007/SRR13430607/SRR13430607_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/007/SRR13430607/SRR13430607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/007/SRR13430607/SRR13430607_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/007/SRR13430607/SRR13430607_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/007/SRR13430607/SRR13430607_2.fastq.gz"
"SRX9845503","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845503_SRR13430606_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845503_SRR13430606_2.fastq.gz","SRR13430606","SRX9845503","SAMN17309750","SRS8027208","PRJNA691949","SRP301630","SRA1183599","DCS2015_P10_DC40_CTTGTA.R1.fastq.gz","DC40","DC40","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC40","Illumina HiSeq 2500","ILLUMINA","2057548250","8230193","6565","Crassostrea virginica","Injected group: biological replicate for time point 28 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Injected group: biological replicate for time point 28 day","67973f75f6d85cd4c9c3926e2819f58f;c93df315643578ac706d58b60802a795","562543864;579209915","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/006/SRR13430606/SRR13430606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/006/SRR13430606/SRR13430606_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/006/SRR13430606/SRR13430606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/006/SRR13430606/SRR13430606_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/006/SRR13430606/SRR13430606_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/006/SRR13430606/SRR13430606_2.fastq.gz"
"SRX9845504","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845504_SRR13430605_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845504_SRR13430605_2.fastq.gz","SRR13430605","SRX9845504","SAMN17309751","SRS8027210","PRJNA691949","SRP301630","SRA1183599","DCS2015_P11_DC45_GCCAAT.R1.fastq.gz","DC45","DC45","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC45","Illumina HiSeq 2500","ILLUMINA","1905252000","7621008","6565","Crassostrea virginica","Injected group: biological replicate for time point 36 hour","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Injected group: biological replicate for time point 36 hour","fbe59d2388aed22bec85893299d80932;3be6ae2bbad5262d1b99f5e8f1d325cf","514795288;518609772","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/005/SRR13430605/SRR13430605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/005/SRR13430605/SRR13430605_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/005/SRR13430605/SRR13430605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/005/SRR13430605/SRR13430605_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/005/SRR13430605/SRR13430605_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/005/SRR13430605/SRR13430605_2.fastq.gz"
"SRX9845505","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845505_SRR13430604_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845505_SRR13430604_2.fastq.gz","SRR13430604","SRX9845505","SAMN17309752","SRS8027211","PRJNA691949","SRP301630","SRA1183599","DCS2015_P11_DC47_GTGAAA.R1.fastq.gz","DC47","DC47","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC47","Illumina HiSeq 2500","ILLUMINA","2356340000","9425360","6565","Crassostrea virginica","Injected group: biological replicate for time point 28 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Injected group: biological replicate for time point 28 day","41cbbb843f07445308b619e0d68bbee6;9f4e1336a4c3fbffcb2e92a00055803b","662949453;644677218","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/004/SRR13430604/SRR13430604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/004/SRR13430604/SRR13430604_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/004/SRR13430604/SRR13430604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/004/SRR13430604/SRR13430604_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/004/SRR13430604/SRR13430604_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/004/SRR13430604/SRR13430604_2.fastq.gz"
"SRX9845506","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845506_SRR13430603_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845506_SRR13430603_2.fastq.gz","SRR13430603","SRX9845506","SAMN17309753","SRS8027212","PRJNA691949","SRP301630","SRA1183599","DCS2015_P11_DC48_CAGATC.R1.fastq.gz","DC48","DC48","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC48","Illumina HiSeq 2500","ILLUMINA","2351473750","9405895","6565","Crassostrea virginica","Injected group: biological replicate for time point 7 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Injected group: biological replicate for time point 7 day","84e7550c54012fd16ebb69c3328778b5;49cb3a1d0b7c4c261d29b202070d7a91","629391618;639040723","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/003/SRR13430603/SRR13430603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/003/SRR13430603/SRR13430603_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/003/SRR13430603/SRR13430603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/003/SRR13430603/SRR13430603_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/003/SRR13430603/SRR13430603_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/003/SRR13430603/SRR13430603_2.fastq.gz"
"SRX9845507","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845507_SRR13430602_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX9845507_SRR13430602_2.fastq.gz","SRR13430602","SRX9845507","SAMN17309754","SRS8027213","PRJNA691949","SRP301630","SRA1183599","DCS2015_P12_DC56_CAGATC.R1.fastq.gz","DC56","DC56","PRJNA691949","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","DC56","Illumina HiSeq 2500","ILLUMINA","2160693000","8642772","6565","Crassostrea virginica","Injected group: biological replicate for time point 7 day","Illumina HiSeq 2500 sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Survival and transcriptomic responses to different Perkinsus marinus exposure methods in an Eastern oyster family","Injected group: biological replicate for time point 7 day","c1136dd1a93f9fd20690105dd97250a9;0451faf5d8f30ce73ed386a6e57bbb60","566022996;574667164","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/002/SRR13430602/SRR13430602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/002/SRR13430602/SRR13430602_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/002/SRR13430602/SRR13430602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/002/SRR13430602/SRR13430602_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/002/SRR13430602/SRR13430602_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR134/002/SRR13430602/SRR13430602_2.fastq.gz"
